date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2000-03-23T00:00:00.000Z,141.31,150.38,140.0,142.0,5022900,1.0594884679,1.1274918675,1.0496665876,1.0646618246,562565362,0.0,1.0
2000-03-24T00:00:00.000Z,138.69,143.94,135.5,142.44,3990300,1.0398447074,1.0792072045,1.0159273045,1.0679607767,446914046,0.0,1.0
2000-03-27T00:00:00.000Z,139.56,144.75,136.88,137.63,2492700,1.0463676355,1.0852802754,1.026274018,1.0318972318,279182679,0.0,1.0
2000-03-28T00:00:00.000Z,139.13,142.0,137.13,137.25,1812200,1.0431436596,1.0646618246,1.0281484226,1.0290481368,202966602,0.0,1.0
2000-03-29T00:00:00.000Z,135.94,139.44,133.83,139.38,2141400,1.0192262566,1.0454679213,1.0034062816,1.0450180642,239837039,0.0,1.0
2000-03-30T00:00:00.000Z,125.75,137.69,125.44,133.56,3700000,0.9428255243,1.0323470889,0.9405012625,1.0013819246,414400414,0.0,1.0
2000-03-31T00:00:00.000Z,135.81,137.25,126.0,127.44,3612800,1.0182515662,1.0290481368,0.9446999289,0.9554964995,404634004,0.0,1.0
2000-04-03T00:00:00.000Z,133.31,139.5,129.44,135.5,2933600,0.99950752,1.0459177784,0.9704917365,1.0159273045,328563528,0.0,1.0
2000-04-04T00:00:00.000Z,127.31,133.0,116.75,132.63,5895800,0.9545218091,0.9971832583,0.8753469579,0.9944091394,660330260,0.0,1.0
2000-04-05T00:00:00.000Z,130.38,132.88,124.0,126.47,4086300,0.9775394978,0.996283544,0.9297046919,0.9482238096,457666057,0.0,1.0
2000-04-06T00:00:00.000Z,125.19,134.5,123.25,130.63,2318100,0.9386268579,1.008429686,0.924081478,0.9794139025,259627459,0.0,1.0
2000-04-07T00:00:00.000Z,131.75,131.88,125.5,127.25,2164600,0.9878112352,0.9887859256,0.9409511196,0.954071952,242435442,0.0,1.0
2000-04-10T00:00:00.000Z,125.0,132.75,124.75,131.69,1895200,0.9372023104,0.9953088536,0.9353279058,0.987361378,212262612,0.0,1.0
2000-04-11T00:00:00.000Z,119.44,124.87,118.06,123.5,4837700,0.8955155516,0.93622762,0.8851688381,0.9259558827,541822941,0.0,1.0
2000-04-12T00:00:00.000Z,109.25,119.0,104.87,119.0,8403000,0.8191148193,0.8922165995,0.7862752503,0.8922165995,941136941,0.0,1.0
2000-04-13T00:00:00.000Z,113.81,120.0,108.5,111.5,4730600,0.8533039596,0.899714218,0.8134916054,0.8359844609,529827729,0.0,1.0
2000-04-14T00:00:00.000Z,111.87,118.0,109.0,109.31,5960900,0.8387585797,0.884718981,0.8172404147,0.8195646764,667621467,0.0,1.0
2000-04-17T00:00:00.000Z,123.87,123.94,109.06,109.5,3656800,0.9287300015,0.9292548348,0.8176902718,0.8209892239,409562009,0.0,1.0
2000-04-18T00:00:00.000Z,126.87,126.87,119.37,123.5,3490400,0.951222857,0.951222857,0.8949907183,0.9259558827,390925190,0.0,1.0
2000-04-19T00:00:00.000Z,121.12,130.25,119.75,126.19,4644200,0.9081115507,0.9765648074,0.8978398134,0.9461244764,520150920,0.0,1.0
2000-04-20T00:00:00.000Z,118.87,124.75,117.06,123.69,6447500,0.8912419091,0.9353279058,0.8776712196,0.9273804302,722120722,0.0,1.0
2000-04-24T00:00:00.000Z,120.5,120.5,114.75,115.0,3960900,0.9034630272,0.9034630272,0.8603517209,0.8622261256,443621243,0.0,1.0
2000-04-25T00:00:00.000Z,128.31,128.75,122.06,122.12,3496800,0.9620194276,0.9653183797,0.9151593121,0.9156091692,391641991,0.0,1.0
2000-04-26T00:00:00.000Z,121.31,128.0,120.0,126.62,3276000,0.9095360982,0.9596951658,0.899714218,0.9493484523,366912366,0.0,1.0
2000-04-27T00:00:00.000Z,126.75,127.0,116.58,117.19,2916100,0.9503231427,0.9521975474,0.8740723628,0.87864591,326603526,0.0,1.0
2000-04-28T00:00:00.000Z,124.06,127.5,121.31,127.12,2228400,0.930154549,0.9559463566,0.9095360982,0.9530972616,249581049,0.0,1.0
2000-05-01T00:00:00.000Z,124.31,125.12,121.87,124.87,2019600,0.9320289536,0.9381020246,0.9137347645,0.93622762,226195426,0.0,1.0
2000-05-02T00:00:00.000Z,117.87,126.25,117.5,123.25,2111000,0.8837442906,0.9465743335,0.8809701718,0.924081478,236432236,0.0,1.0
2000-05-03T00:00:00.000Z,115.06,121.25,111.62,118.94,4373200,0.8626759827,0.9090862411,0.8368841751,0.8917667424,489798889,0.0,1.0
2000-05-04T00:00:00.000Z,110.69,115.25,110.56,115.12,3567100,0.8299113899,0.8641005302,0.8289366995,0.8631258398,399515599,0.0,1.0
2000-05-05T00:00:00.000Z,113.12,114.75,110.72,110.81,2536400,0.8481306028,0.8603517209,0.8301363185,0.8308111041,284077084,0.0,1.0
2000-05-08T00:00:00.000Z,110.12,113.69,110.0,112.09,1650900,0.8256377474,0.8524042454,0.8247380331,0.8404080558,184900984,0.0,1.0
2000-05-09T00:00:00.000Z,105.44,111.25,104.87,110.31,2920900,0.7905488929,0.8341100563,0.7862752503,0.8270622949,327141127,0.0,1.0
2000-05-10T00:00:00.000Z,99.31,105.0,98.75,104.06,4777600,0.7445884916,0.7872499407,0.7403898252,0.7802021794,535091735,0.0,1.0
2000-05-11T00:00:00.000Z,102.81,104.25,99.0,101.37,4462000,0.7708301563,0.7816267269,0.7422642298,0.7600335856,499744499,0.0,1.0
2000-05-12T00:00:00.000Z,107.62,110.5,104.77,106.0,2740300,0.8068937012,0.8284868424,0.7855254885,0.7947475592,306913906,0.0,1.0
2000-05-15T00:00:00.000Z,101.0,108.06,100.12,108.06,6061900,0.7572594668,0.8101926533,0.7506615625,0.8101926533,678933478,0.0,1.0
2000-05-16T00:00:00.000Z,105.69,109.06,102.75,104.52,3932600,0.7924232975,0.8176902718,0.7703802991,0.7836510839,440451640,0.0,1.0
2000-05-17T00:00:00.000Z,101.37,103.69,100.37,103.62,3554400,0.7600335856,0.7774280605,0.7525359672,0.7769032272,398093198,0.0,1.0
2000-05-18T00:00:00.000Z,100.75,104.94,100.62,103.0,3337300,0.7553850622,0.7868000836,0.7544103718,0.7722547038,373777973,0.0,1.0
2000-05-19T00:00:00.000Z,94.0,99.25,93.37,99.25,6613100,0.7047761374,0.7441386345,0.7000526378,0.7441386345,740667940,0.0,1.0
2000-05-22T00:00:00.000Z,89.94,93.75,86.0,93.75,6745600,0.6743358064,0.7029017328,0.6447951896,0.7029017328,755507955,0.0,1.0
2000-05-23T00:00:00.000Z,85.81,93.37,85.62,90.5,4621300,0.643370642,0.7000526378,0.6419460945,0.6785344727,517586117,0.0,1.0
2000-05-24T00:00:00.000Z,87.69,89.75,83.0,86.19,6057700,0.6574661648,0.6729112589,0.6223023341,0.6462197371,678463078,0.0,1.0
2000-05-25T00:00:00.000Z,87.27,92.66,86.0,88.5,3631700,0.654317165,0.6947293286,0.6447951896,0.6635392358,406750806,0.0,1.0
2000-05-26T00:00:00.000Z,86.37,89.87,85.25,88.0,1617400,0.6475693084,0.6738109731,0.6391719757,0.6597904265,181148981,0.0,1.0
2000-05-30T00:00:00.000Z,87.56,88.12,81.75,87.62,6366600,0.6564914744,0.6606901407,0.612930311,0.6569413315,713059913,0.0,1.0
2000-05-31T00:00:00.000Z,84.0,91.25,83.81,86.87,3870600,0.6297999526,0.6841576866,0.6283754051,0.6513181176,433507633,0.0,1.0
2000-06-01T00:00:00.000Z,89.12,89.56,80.37,81.75,8070000,0.6681877592,0.6714867114,0.6025835975,0.612930311,903840903,0.0,1.0
2000-06-02T00:00:00.000Z,92.56,99.75,89.0,93.75,7079000,0.6939795668,0.7478874437,0.667288045,0.7029017328,792848792,0.0,1.0
2000-06-05T00:00:00.000Z,91.31,95.25,89.69,93.31,2889900,0.6846075437,0.7141481605,0.6724614018,0.6996027807,323669123,0.0,1.0
2000-06-06T00:00:00.000Z,92.87,96.75,90.31,91.97,4691800,0.6963038285,0.7253945882,0.6771099252,0.6895559719,525482125,0.0,1.0
2000-06-07T00:00:00.000Z,96.56,97.0,91.62,93.62,3009100,0.7239700407,0.7272689929,0.6869318054,0.7019270424,337019537,0.0,1.0
2000-06-08T00:00:00.000Z,94.81,98.5,93.12,97.62,2129700,0.7108492084,0.7385154206,0.6981782332,0.7319175163,238526638,0.0,1.0
2000-06-09T00:00:00.000Z,95.75,97.94,94.37,96.75,2253200,0.7178969698,0.7343167542,0.7075502563,0.7253945882,252358652,0.0,1.0
2000-06-12T00:00:00.000Z,91.19,96.44,90.87,96.37,2592300,0.6837078295,0.7230703265,0.6813085916,0.7225454932,290337890,0.0,1.0
2000-06-13T00:00:00.000Z,94.5,94.69,88.19,91.19,3138000,0.7085249467,0.7099494942,0.661214974,0.6837078295,351456351,0.0,1.0
2000-06-14T00:00:00.000Z,90.44,96.25,90.12,94.69,2477200,0.6780846156,0.721645779,0.6756853777,0.7099494942,277446677,0.0,1.0
2000-06-15T00:00:00.000Z,92.37,93.37,89.0,91.25,2219400,0.6925550193,0.7000526378,0.667288045,0.6841576866,248573048,0.0,1.0
2000-06-16T00:00:00.000Z,91.19,93.75,89.06,93.5,2710400,0.6837078295,0.7029017328,0.6677379021,0.7010273282,303565103,0.0,1.0
2000-06-19T00:00:00.000Z,96.62,97.87,89.81,90.56,3517900,0.7244198978,0.7337919209,0.673361116,0.6789843298,394005194,0.0,1.0
2000-06-20T00:00:00.000Z,101.25,103.94,98.37,98.5,4476700,0.7591338714,0.7793024651,0.7375407302,0.7385154206,501390901,0.0,1.0
2000-06-21T00:00:00.000Z,55.63,56.94,50.31,50.5,4375000,0.8341850324,0.8538287929,0.7544103718,0.7572594668,245000245,0.0,2.0
2000-06-22T00:00:00.000Z,53.75,57.63,53.56,55.75,8352000,0.8059939869,0.8641755064,0.8031448919,0.8359844609,467712467,0.0,1.0
2000-06-23T00:00:00.000Z,51.69,54.63,50.81,53.78,3660100,0.7751037988,0.8191897955,0.7619079903,0.806443844,204965804,0.0,1.0
2000-06-26T00:00:00.000Z,54.13,54.75,52.13,52.5,3309900,0.811692177,0.8209892239,0.7817017031,0.7872499407,185354585,0.0,1.0
2000-06-27T00:00:00.000Z,51.75,55.5,51.63,53.78,3633400,0.776003513,0.8322356516,0.7742040846,0.806443844,203470603,0.0,1.0
2000-06-28T00:00:00.000Z,54.44,55.38,51.5,53.31,5114800,0.8163407004,0.8304362232,0.7722547038,0.7993960827,286429086,0.0,1.0
2000-06-29T00:00:00.000Z,51.25,53.94,51.06,53.06,3636800,0.7685058945,0.808843082,0.7656567995,0.7956472734,203661003,0.0,1.0
2000-06-30T00:00:00.000Z,52.38,54.94,51.69,52.81,5769600,0.7854505123,0.8238383189,0.7751037988,0.7918984642,323097923,0.0,1.0
2000-07-03T00:00:00.000Z,53.31,54.31,52.13,52.13,1264800,0.7993960827,0.8143913196,0.7817017031,0.7817017031,70828870,0.0,1.0
2000-07-05T00:00:00.000Z,51.63,55.19,50.75,53.25,4736000,0.7742040846,0.8275871282,0.761008276,0.7984963685,265216265,0.0,1.0
2000-07-06T00:00:00.000Z,51.81,52.94,49.63,52.5,5527600,0.7769032272,0.793847845,0.7442136106,0.7872499407,309545909,0.0,1.0
2000-07-07T00:00:00.000Z,54.44,54.81,52.13,52.59,4707200,0.8163407004,0.8218889381,0.7817017031,0.7885995121,263603463,0.0,1.0
2000-07-10T00:00:00.000Z,57.13,58.25,53.75,54.09,7103500,0.8566778879,0.8734725533,0.8059939869,0.8110923675,397796397,0.0,1.0
2000-07-11T00:00:00.000Z,56.94,59.25,55.44,57.0,6391000,0.8538287929,0.8884677903,0.8313359374,0.8547285071,357896357,0.0,1.0
2000-07-12T00:00:00.000Z,58.88,58.94,56.38,58.13,4025600,0.8829195526,0.8838192668,0.8454314602,0.8716731249,225433825,0.0,1.0
2000-07-13T00:00:00.000Z,56.5,60.63,54.75,58.5,7958200,0.8472308886,0.9091612173,0.8209892239,0.8772213625,445659645,0.0,1.0
2000-07-14T00:00:00.000Z,57.69,59.0,56.88,57.13,3397800,0.8650752206,0.884718981,0.8529290786,0.8566778879,190276990,0.0,1.0
2000-07-17T00:00:00.000Z,58.31,58.81,57.13,58.25,4642900,0.8743722675,0.881869886,0.8566778879,0.8734725533,260002660,0.0,1.0
2000-07-18T00:00:00.000Z,57.25,58.88,56.88,58.5,5685800,0.8584773163,0.8829195526,0.8529290786,0.8772213625,318405118,0.0,1.0
2000-07-19T00:00:00.000Z,52.69,56.81,51.75,55.19,8176300,0.7900990358,0.8518794121,0.776003513,0.8275871282,457873257,0.0,1.0
2000-07-20T00:00:00.000Z,55.13,57.06,54.13,55.0,8313800,0.826687414,0.8556282213,0.811692177,0.8247380331,465573265,0.0,1.0
2000-07-21T00:00:00.000Z,53.56,55.63,52.94,54.36,3504200,0.8031448919,0.8341850324,0.793847845,0.8151410815,196235396,0.0,1.0
2000-07-24T00:00:00.000Z,48.69,52.88,47.5,52.56,7360200,0.7301180879,0.7929481308,0.7122737559,0.7881496549,412171612,0.0,1.0
2000-07-25T00:00:00.000Z,50.06,50.63,49.06,50.31,3778700,0.7506615625,0.7592088476,0.7356663256,0.7544103718,211607411,0.0,1.0
2000-07-26T00:00:00.000Z,50.06,51.25,49.25,49.84,3758400,0.7506615625,0.7685058945,0.7385154206,0.7473626104,210470610,0.0,1.0
2000-07-27T00:00:00.000Z,52.0,53.25,49.88,50.0,5267600,0.7797523222,0.7984963685,0.7479624199,0.7497618483,294985894,0.0,1.0
2000-07-28T00:00:00.000Z,48.31,52.5,46.88,52.28,4248100,0.7244198978,0.7872499407,0.702976709,0.7839509886,237893837,0.0,1.0
2000-07-31T00:00:00.000Z,50.81,51.63,48.75,49.16,2773200,0.7619079903,0.7742040846,0.7310178021,0.7371658493,155299355,0.0,1.0
2000-08-01T00:00:00.000Z,49.31,51.16,49.25,50.31,2451500,0.7394151348,0.7671563232,0.7385154206,0.7544103718,137284137,0.0,1.0
2000-08-02T00:00:00.000Z,47.25,49.94,47.19,49.0,2899200,0.7085249467,0.7488621341,0.7076252324,0.7347666113,162355362,0.0,1.0
2000-08-03T00:00:00.000Z,48.0,48.06,44.25,45.56,6069600,0.7197713744,0.7206710886,0.6635392358,0.6831829962,339897939,0.0,1.0
2000-08-04T00:00:00.000Z,47.38,51.25,46.31,49.47,4698600,0.7104743275,0.7685058945,0.6944294239,0.7418143727,263121863,0.0,1.0
2000-08-07T00:00:00.000Z,47.94,49.06,47.19,47.88,3345500,0.7188716602,0.7356663256,0.7076252324,0.7179719459,187348187,0.0,1.0
2000-08-08T00:00:00.000Z,46.75,48.0,46.31,47.94,3154900,0.7010273282,0.7197713744,0.6944294239,0.7188716602,176674576,0.0,1.0
2000-08-09T00:00:00.000Z,47.5,48.44,47.25,48.13,6779300,0.7122737559,0.7263692786,0.7085249467,0.7217207552,379641179,0.0,1.0
2000-08-10T00:00:00.000Z,47.56,48.44,47.38,48.0,4494900,0.7131734701,0.7263692786,0.7104743275,0.7197713744,251714651,0.0,1.0
2000-08-11T00:00:00.000Z,47.69,48.0,45.56,46.84,4251000,0.7151228509,0.7197713744,0.6831829962,0.7023768995,238056238,0.0,1.0
2000-08-14T00:00:00.000Z,47.06,47.69,46.31,47.59,2797500,0.7056758516,0.7151228509,0.6944294239,0.7136233272,156660156,0.0,1.0
2000-08-15T00:00:00.000Z,46.69,47.94,46.5,47.25,2039300,0.700127614,0.7188716602,0.6972785189,0.7085249467,114200914,0.0,1.0
2000-08-16T00:00:00.000Z,48.5,49.0,46.81,46.88,2565600,0.7272689929,0.7347666113,0.7019270424,0.702976709,143673743,0.0,1.0
2000-08-17T00:00:00.000Z,51.44,52.44,48.31,48.38,4837500,0.7713549895,0.7863502265,0.7244198978,0.7254695644,270900270,0.0,1.0
2000-08-18T00:00:00.000Z,50.0,51.81,49.88,51.38,3396000,0.7497618483,0.7769032272,0.7479624199,0.7704552753,190176190,0.0,1.0
2000-08-21T00:00:00.000Z,50.5,51.56,49.63,50.25,2401200,0.7572594668,0.773154418,0.7442136106,0.7535106576,134467334,0.0,1.0
2000-08-22T00:00:00.000Z,51.69,52.81,50.38,50.63,4942900,0.7751037988,0.7918984642,0.7554600384,0.7592088476,276802676,0.0,1.0
2000-08-23T00:00:00.000Z,54.31,54.75,51.06,51.47,4229700,0.8143913196,0.8209892239,0.7656567995,0.7718048467,236863436,0.0,1.0
2000-08-24T00:00:00.000Z,56.11,56.63,53.38,54.67,5549400,0.8413827462,0.8491802694,0.8004457493,0.8197896049,310766710,0.0,1.0
2000-08-25T00:00:00.000Z,56.81,57.5,56.38,56.5,5972500,0.8518794121,0.8622261256,0.8454314602,0.8472308886,334460334,0.0,1.0
2000-08-28T00:00:00.000Z,58.06,59.0,57.06,57.25,6410800,0.8706234583,0.884718981,0.8556282213,0.8584773163,359005159,0.0,1.0
2000-08-29T00:00:00.000Z,59.19,59.44,57.69,57.88,4768400,0.887568076,0.8913168853,0.8650752206,0.8679243156,267030667,0.0,1.0
2000-08-30T00:00:00.000Z,59.5,60.0,58.7,59.0,5096300,0.8922165995,0.899714218,0.8802204099,0.884718981,285393085,0.0,1.0
2000-08-31T00:00:00.000Z,60.94,61.5,58.94,58.97,7492800,0.9138097407,0.9222070734,0.8838192668,0.8842691239,419597219,0.0,1.0
2000-09-01T00:00:00.000Z,63.44,63.63,61.13,61.31,4587000,0.9512978331,0.9541469282,0.9166588358,0.9193579784,256872256,0.0,1.0
2000-09-05T00:00:00.000Z,62.44,64.12,62.25,62.66,5332900,0.9363025962,0.9614945943,0.9334535012,0.9396015483,298642698,0.0,1.0
2000-09-06T00:00:00.000Z,58.44,62.38,57.75,61.38,6346500,0.8763216483,0.935402882,0.8659749348,0.920407645,355404355,0.0,1.0
2000-09-07T00:00:00.000Z,62.0,62.56,58.25,59.13,3883300,0.9297046919,0.9381020246,0.8734725533,0.8866683618,217465017,0.0,1.0
2000-09-08T00:00:00.000Z,58.88,61.63,58.5,61.63,3491400,0.8829195526,0.9241564542,0.8772213625,0.9241564542,195518595,0.0,1.0
2000-09-11T00:00:00.000Z,58.44,60.38,58.13,58.69,3346100,0.8763216483,0.905412408,0.8716731249,0.8800704576,187381787,0.0,1.0
2000-09-12T00:00:00.000Z,57.75,60.06,57.0,57.34,3357100,0.8659749348,0.9006139322,0.8547285071,0.8598268876,187997787,0.0,1.0
2000-09-13T00:00:00.000Z,58.0,59.5,56.75,56.75,5464000,0.869723744,0.8922165995,0.8509796978,0.8509796978,305984305,0.0,1.0
2000-09-14T00:00:00.000Z,56.86,59.63,56.81,58.56,7617000,0.8526291739,0.8941659803,0.8518794121,0.8781210767,426552426,0.0,1.0
2000-09-15T00:00:00.000Z,55.23,58.19,54.25,57.75,7044900,0.8281869376,0.8725728391,0.8134916054,0.8659749348,394514794,0.0,1.0
2000-09-18T00:00:00.000Z,60.66,60.75,55.06,55.25,7581000,0.9096110744,0.9109606457,0.8256377474,0.8284868424,424536424,0.0,1.0
2000-09-19T00:00:00.000Z,59.94,60.5,58.56,59.75,4848400,0.8988145038,0.9072118365,0.8781210767,0.8959654087,271510671,0.0,1.0
